Transaction_ID,Transaction_Amount,Merchant_Category,Device_Type,Location_Region,Login_Attempts,Is_International,Customer_Age,Account_Age_Days,Is_Fraud
TXN13659,29.336125348599957,Dining,Tablet,Africa,0,0,54,3299,0
TXN13660,77.37732875860242,Travel,Mobile-Android,North America,0,0,33,1901,0
TXN13661,191.5329410236241,Gaming,Mobile-Android,Europe,1,0,74,962,0
TXN13662,36.662077053603376,Travel,Tablet,Asia,0,0,73,262,1
TXN13663,88.75246222743658,Fashion,Mobile-Android,North America,0,0,58,543,0
TXN13664,19.476365498446693,Electronics,Desktop,Africa,1,0,62,1338,0
TXN13665,3.6347175363690685,Grocery,Desktop,Asia,0,1,76,3316,0
TXN13666,339.04063650417396,Electronics,Mobile-iOS,Asia,1,0,73,2298,0
TXN13667,9.186904837492678,Travel,Mobile-Android,Europe,0,0,35,1123,0
TXN13668,3.6652041899983883,Grocery,Mobile-iOS,Asia,0,0,41,1304,0
TXN13669,183.9639528609717,Electronics,Mobile-Android,Asia,0,0,66,3531,0
TXN13670,593.1420025033281,Dining,Mobile-Android,Africa,1,0,67,2460,0
TXN13671,274.0804315776562,Grocery,Mobile-iOS,North America,1,1,65,2063,0
TXN13672,40.501367663436994,Travel,Mobile-Android,Europe,0,0,32,596,0
TXN13673,525.3895763875768,Electronics,Desktop,Asia,0,0,63,2156,0
TXN13674,1.322465182211434,Travel,Mobile-Android,Europe,0,1,59,3103,0
TXN13675,427.9587986106379,Dining,Mobile-iOS,Europe,1,0,65,2295,0
TXN13676,113.35118389076644,Travel,Mobile-Android,Asia,0,0,32,3253,0
TXN13677,31.731566414653013,Fashion,Mobile-iOS,North America,1,1,44,2146,0
TXN13678,36.272874017008874,Travel,Desktop,Europe,0,0,73,1216,0
TXN13679,565.8401882801875,Dining,Desktop,Europe,0,0,56,246,0
TXN13680,15.072775086966562,Fashion,Mobile-iOS,South America,1,0,46,2128,0
TXN13681,64.4143775053083,Electronics,Tablet,Asia,0,0,68,3305,0
TXN13682,381.30333101005726,Fashion,Mobile-iOS,Europe,0,1,35,3529,1
TXN13683,153.47959297832367,Electronics,Desktop,North America,0,0,20,2939,0
TXN13684,432.87656828418983,Gaming,Tablet,Asia,0,0,55,1346,0
TXN13685,38.5406462892095,Gaming,Tablet,Europe,0,0,39,1645,0
TXN13686,1392.4547275854377,Dining,Tablet,South America,0,0,39,1069,0
TXN13687,147.22117034795613,Grocery,Mobile-Android,Africa,2,0,63,260,0
TXN13688,110.08893173632165,Dining,Tablet,Europe,0,0,45,2988,0
TXN13689,0.5415664516834702,Travel,Mobile-iOS,Europe,1,1,54,2261,0
TXN13690,87.27511436805739,Dining,Mobile-iOS,South America,0,0,24,3516,0
TXN13691,510.7939598875599,Gaming,Mobile-iOS,North America,1,0,22,2000,0
TXN13692,15.421794724086869,Grocery,Mobile-iOS,North America,1,0,62,894,0
TXN13693,84.4726450769868,Electronics,Desktop,Asia,0,0,35,358,0
TXN13694,46.61769411688878,Dining,Desktop,South America,3,0,23,3024,0
TXN13695,53.42794209735199,Grocery,Desktop,Africa,2,0,46,359,0
TXN13696,93.9448970638036,Grocery,Mobile-iOS,South America,0,0,53,434,0
TXN13697,142.1188267296706,Electronics,Tablet,North America,1,0,64,40,0
TXN13698,208.8873941924921,Gaming,Mobile-Android,South America,0,1,73,2798,0
TXN13699,11.404689965220376,Fashion,Desktop,Asia,0,0,79,1815,0
TXN13700,30.840088933131977,Gaming,Desktop,South America,1,0,19,1149,0
TXN13701,1178.7840456723493,Electronics,Tablet,Europe,0,0,29,909,0
TXN13702,817.2672793618204,Travel,Tablet,North America,0,0,28,2753,0
TXN13703,236.79148121620398,Dining,Tablet,Asia,0,0,36,33,0
TXN13704,397.84860419408085,Grocery,Mobile-Android,Africa,0,0,25,834,0
TXN13705,17.517511111504522,Gaming,Desktop,South America,0,0,60,2479,0
TXN13706,236.74544059689794,Travel,Desktop,South America,3,1,21,2763,0
TXN13707,201.54183683893228,Electronics,Tablet,Europe,0,1,25,3068,0
TXN13708,102.18252220446695,Dining,Mobile-Android,North America,0,0,64,1385,0
TXN13709,64.82694099279522,Fashion,Desktop,South America,0,0,42,249,1
TXN13710,8.224961484981801,Grocery,Tablet,Africa,1,1,47,2082,0
TXN13711,368.0525373290114,Electronics,Mobile-Android,Africa,0,1,47,3161,0
TXN13712,63.276551796433765,Dining,Mobile-iOS,Africa,0,0,33,273,0
TXN13713,131.2111341708536,Gaming,Mobile-Android,Europe,0,0,23,3038,0
TXN13714,162.18494862271385,Dining,Tablet,North America,0,0,34,232,0
TXN13715,14.23603232654536,Travel,Tablet,South America,1,0,60,626,0
TXN13716,70.57988994308246,Gaming,Tablet,Europe,1,0,24,3385,0
TXN13717,126.28310558371301,Grocery,Mobile-iOS,South America,0,0,67,1267,0
TXN13718,25.033288159817424,Gaming,Mobile-Android,North America,0,0,56,648,0
TXN13719,449.25721697435506,Fashion,Mobile-Android,South America,0,0,76,1057,0
TXN13720,46.988665585396035,Fashion,Mobile-Android,South America,0,0,36,3631,0
TXN13721,247.252300587996,Electronics,Mobile-Android,Europe,2,0,67,1207,0
TXN13722,59.812173896813235,Grocery,Mobile-iOS,Africa,1,0,60,3308,0
TXN13723,137.69446815869244,Fashion,Mobile-Android,North America,0,0,63,1814,0
TXN13724,426.5879439670801,Gaming,Mobile-Android,North America,1,0,60,1366,0
TXN13725,766.2507570114082,Grocery,Mobile-iOS,South America,0,0,36,1503,0
TXN13726,498.6629873834743,Electronics,Desktop,North America,0,0,67,3367,0
TXN13727,115.34745325739438,Electronics,Mobile-Android,North America,0,0,19,2856,0
TXN13728,267.0587380698181,Travel,Mobile-iOS,North America,0,0,47,3242,0
TXN13729,279.4156329508673,Grocery,Tablet,North America,2,0,44,247,0
TXN13730,34.24927725528382,Travel,Mobile-Android,Africa,0,0,69,764,0
TXN13731,223.16034026563938,Grocery,Tablet,Europe,0,0,28,2873,0
TXN13732,199.55456066458743,Dining,Mobile-Android,South America,0,0,70,3311,0
TXN13733,89.50006610388381,Dining,Desktop,Africa,0,0,42,3646,0
TXN13734,83.95993926130727,Electronics,Mobile-iOS,North America,0,0,37,3527,0
TXN13735,67.43945313234047,Dining,Tablet,South America,0,1,68,2192,0
TXN13736,152.77147062615043,Dining,Tablet,Africa,0,1,54,2176,1
TXN13737,575.5499318631817,Gaming,Tablet,Asia,1,0,58,1522,0
TXN13738,98.10622496172032,Grocery,Mobile-iOS,Europe,1,0,54,3191,0
TXN13739,321.2790519783024,Dining,Tablet,Africa,1,0,30,2890,0
TXN13740,159.73184401830358,Grocery,Mobile-iOS,North America,0,1,57,2837,1
TXN13741,146.036020813838,Electronics,Mobile-Android,Europe,0,0,27,777,0
TXN13742,119.04982960768791,Electronics,Mobile-iOS,North America,0,0,58,3446,0
TXN13743,10.331974823508926,Fashion,Tablet,Africa,0,0,25,3010,1
TXN13744,978.4970699874375,Grocery,Mobile-Android,Asia,1,0,20,2327,0
TXN13745,54.30599135598353,Grocery,Tablet,Africa,0,0,53,733,0
TXN13746,88.43993301813967,Grocery,Tablet,Africa,1,0,49,2213,0
TXN13747,13.73790286571791,Gaming,Mobile-Android,Africa,1,0,61,2973,0
TXN13748,373.2929439840558,Electronics,Mobile-iOS,North America,0,0,57,3037,0
TXN13749,61.8266462500765,Dining,Tablet,Europe,0,0,67,2263,0
TXN13750,182.3628891709141,Electronics,Mobile-iOS,South America,1,0,73,2308,0
TXN13751,446.9487896219518,Dining,Mobile-iOS,Europe,0,0,40,3251,0
TXN13752,55.07306861111142,Dining,Tablet,North America,0,0,62,897,0
TXN13753,249.8510888593303,Travel,Mobile-Android,Asia,0,0,20,1119,0
TXN13754,31.39612301102747,Gaming,Mobile-iOS,Africa,1,0,63,3184,0
TXN13755,286.15339457681273,Dining,Desktop,Europe,1,1,36,3393,0
TXN13756,866.2831953004314,Fashion,Mobile-Android,South America,0,0,70,2762,0
TXN13757,327.6652010781548,Travel,Desktop,North America,0,0,75,1065,0
TXN13758,192.29658387467987,Travel,Mobile-iOS,South America,1,1,42,1868,0
TXN13759,373.3803478968555,Electronics,Desktop,Europe,0,0,70,1260,0
TXN13760,137.98137718660803,Fashion,Tablet,South America,0,0,49,613,0
TXN13761,70.09869457659244,Fashion,Mobile-iOS,Europe,0,0,30,2146,0
TXN13762,7.405802904126031,Travel,Mobile-iOS,Asia,0,0,25,1452,0
TXN13763,233.93188665928665,Gaming,Desktop,South America,1,0,68,782,0
TXN13764,111.0711151416248,Electronics,Desktop,Asia,1,1,42,1228,0
TXN13765,41.16444197734656,Fashion,Desktop,South America,0,0,49,1072,0
TXN13766,15.774773482894433,Grocery,Tablet,South America,0,0,50,1065,0
TXN13767,52.824063313467796,Dining,Mobile-Android,North America,2,1,37,1168,0
TXN13768,197.0603447110163,Grocery,Desktop,South America,0,0,27,407,0
TXN13769,165.63296504719014,Fashion,Mobile-iOS,Africa,0,0,35,858,0
TXN13770,351.3046220087254,Travel,Mobile-Android,Africa,0,0,23,2414,0
TXN13771,326.95367277283066,Dining,Desktop,South America,1,0,23,246,0
TXN13772,78.92955443446328,Dining,Mobile-iOS,North America,1,0,56,2388,0
TXN13773,523.9536289893772,Travel,Mobile-iOS,North America,2,0,70,1128,0
TXN13774,170.19424014155993,Gaming,Desktop,South America,0,1,37,3485,0
TXN13775,82.64625884752557,Dining,Mobile-Android,North America,1,0,77,2762,0
TXN13776,157.00227457102253,Travel,Tablet,Africa,0,0,51,327,0
TXN13777,944.0622802689735,Grocery,Mobile-iOS,Europe,0,0,77,1054,0
TXN13778,424.9188908466018,Travel,Desktop,Europe,0,0,69,2286,0
TXN13779,284.67929556628195,Travel,Mobile-Android,Africa,1,0,71,1132,0
TXN13780,425.37351066610665,Fashion,Mobile-iOS,Europe,0,0,26,3192,0
TXN13781,160.0841936659557,Grocery,Tablet,South America,0,0,65,1814,0
TXN13782,443.7475068637732,Grocery,Desktop,Asia,0,0,41,2608,0
TXN13783,21.805698150588235,Electronics,Mobile-Android,Asia,2,0,29,1299,0
TXN13784,39.19854932727036,Travel,Mobile-Android,South America,0,0,56,2529,0
TXN13785,24.192074989736888,Grocery,Desktop,Europe,0,1,76,348,0
TXN13786,394.45947683832526,Dining,Desktop,Europe,1,0,38,2309,0
TXN13787,135.7727790339041,Grocery,Mobile-iOS,Africa,0,0,70,3002,0
TXN13788,1327.9330166896525,Gaming,Mobile-iOS,Asia,2,0,33,1253,0
TXN13789,31.957298473486517,Grocery,Desktop,Africa,1,0,44,757,0
TXN13790,30.798154206858207,Dining,Mobile-Android,Europe,0,0,26,1450,0
TXN13791,42.022136787460575,Travel,Tablet,Europe,0,0,25,2374,0
TXN13792,15.470761388559422,Travel,Tablet,Europe,1,0,53,3240,0
TXN13793,450.71391663497866,Dining,Mobile-Android,South America,0,0,60,2346,0
TXN13794,71.50855078163934,Dining,Tablet,North America,0,1,31,1996,0
TXN13795,54.9915658995058,Dining,Desktop,South America,0,0,67,3112,0
TXN13796,670.193582684616,Travel,Mobile-iOS,Asia,0,0,32,183,0
TXN13797,425.212728090776,Gaming,Mobile-Android,North America,2,0,67,705,0
TXN13798,125.24084717962597,Grocery,Mobile-Android,South America,0,0,55,3558,0
TXN13799,112.6935245410888,Fashion,Mobile-iOS,Asia,0,0,36,159,0
TXN13800,434.44733055381295,Grocery,Tablet,South America,1,0,29,2126,0
TXN13801,100.54839837486983,Grocery,Mobile-iOS,Asia,0,0,79,3177,0
TXN13802,87.01356333381922,Fashion,Mobile-Android,South America,2,0,20,663,0
TXN13803,26.017119930120103,Electronics,Tablet,Europe,1,0,67,632,0
TXN13804,91.74355611057202,Dining,Mobile-iOS,Asia,0,0,38,3381,0
TXN13805,4.404447538307688,Dining,Desktop,South America,1,0,41,1104,0
TXN13806,29.492366059204294,Dining,Mobile-iOS,South America,0,0,78,3241,0
TXN13807,12.606675062553837,Fashion,Mobile-iOS,North America,1,0,32,1873,0
TXN13808,119.7984359126637,Dining,Tablet,Africa,0,0,21,523,0
TXN13809,77.01103260379712,Fashion,Tablet,South America,0,0,62,2625,0
TXN13810,162.18166947020407,Fashion,Desktop,North America,1,0,39,1242,0
TXN13811,195.07891672185394,Electronics,Desktop,Europe,0,0,24,1763,0
TXN13812,248.9275560631606,Travel,Desktop,South America,0,0,69,1436,0
TXN13813,1186.116060793142,Grocery,Desktop,Europe,0,0,21,1208,0
TXN13814,198.5992865528361,Electronics,Mobile-Android,Europe,0,1,25,1674,0
TXN13815,15.201058913836036,Electronics,Desktop,Africa,0,0,55,2690,0
TXN13816,108.95101563579826,Fashion,Desktop,Europe,1,0,58,2721,0
TXN13817,429.68051066506587,Gaming,Desktop,South America,2,0,24,2164,0
TXN13818,190.81159286664408,Travel,Desktop,Europe,1,0,34,1401,0
TXN13819,561.1606413954999,Grocery,Desktop,South America,1,0,70,2847,0
TXN13820,156.23100884016327,Dining,Desktop,Europe,1,0,51,2983,0
TXN13821,15.621373273061689,Electronics,Tablet,Europe,0,0,38,272,0
TXN13822,19.453799373595174,Fashion,Desktop,Africa,1,0,55,1846,0
TXN13823,16.112535091770518,Electronics,Mobile-iOS,Europe,1,0,42,2353,0
TXN13824,131.49906839808457,Electronics,Mobile-iOS,South America,0,0,42,3126,0
TXN13825,30.050525281262995,Grocery,Mobile-iOS,South America,0,0,43,991,0
TXN13826,24.566217062355975,Electronics,Desktop,South America,1,0,39,2381,0
TXN13827,270.7988303015616,Gaming,Mobile-Android,Europe,1,0,42,2258,0
TXN13828,248.85977194349965,Travel,Desktop,North America,0,1,61,3528,0
TXN13829,492.73741981425127,Fashion,Tablet,South America,1,0,41,2855,0
TXN13830,21.890693732251805,Gaming,Mobile-Android,North America,2,1,43,3327,0
TXN13831,333.3302331858328,Electronics,Desktop,Africa,0,0,77,1067,0
TXN13832,5.7087099997782875,Electronics,Desktop,Europe,0,0,27,771,0
TXN13833,162.06879367543482,Travel,Desktop,Asia,1,0,63,2644,0
TXN13834,175.55767950426963,Electronics,Mobile-Android,Africa,1,0,30,1622,0
TXN13835,17.21854551893229,Fashion,Mobile-Android,Africa,0,0,35,578,0
TXN13836,525.1031239317106,Gaming,Mobile-iOS,Africa,0,0,77,87,0
TXN13837,363.23984603763023,Travel,Mobile-Android,Africa,0,1,29,1771,0
TXN13838,438.349838586772,Grocery,Mobile-iOS,Africa,1,0,23,672,0
TXN13839,164.05731660249148,Grocery,Tablet,North America,1,0,52,1319,0
TXN13840,26.404386360292197,Dining,Mobile-Android,Asia,0,0,38,944,0
TXN13841,485.8941110668956,Electronics,Mobile-iOS,North America,0,0,40,1821,0
TXN13842,153.8269891562187,Fashion,Desktop,Africa,2,1,22,2135,0
TXN13843,64.75955076805394,Electronics,Mobile-iOS,North America,0,0,53,2490,0
TXN13844,23.525306394082403,Travel,Desktop,Europe,2,0,44,1256,0
TXN13845,54.94256669415226,Grocery,Mobile-Android,Asia,0,0,75,1901,0
TXN13846,178.6444914550357,Dining,Mobile-iOS,Africa,0,0,23,1642,0
TXN13847,119.68724833107893,Grocery,Mobile-Android,South America,0,0,79,1188,0
TXN13848,153.66039156358147,Travel,Tablet,Africa,0,0,37,983,0
TXN13849,571.1218049290076,Travel,Tablet,South America,0,0,18,859,0
TXN13850,58.72456287265791,Dining,Mobile-iOS,Africa,1,0,39,3314,1
TXN13851,172.1422549003716,Fashion,Tablet,North America,2,0,47,2142,0
TXN13852,36.25346473846674,Grocery,Desktop,Asia,1,1,75,2873,0
TXN13853,2.275424051096963,Travel,Mobile-Android,Asia,0,0,72,501,0
TXN13854,563.5627671480589,Gaming,Desktop,Europe,1,0,25,3204,0
TXN13855,65.45620145559955,Gaming,Mobile-Android,Africa,1,0,75,1958,0
TXN13856,39.183757232277394,Fashion,Tablet,Africa,0,0,79,3218,0
TXN13857,136.81424720581953,Fashion,Mobile-iOS,North America,1,1,23,1791,0
TXN13858,549.4750832520783,Travel,Mobile-Android,South America,0,0,47,2606,0
TXN13859,457.9897051969351,Dining,Mobile-iOS,South America,1,0,74,178,0
TXN13860,269.8446476096462,Electronics,Tablet,North America,0,0,60,2779,0
TXN13861,120.09761830937835,Electronics,Mobile-iOS,Africa,1,0,40,2823,0
TXN13862,208.98201924797962,Fashion,Mobile-Android,Asia,0,0,72,1219,0
TXN13863,378.8239391912939,Electronics,Tablet,Africa,2,0,37,907,0
TXN13864,175.11789483078888,Dining,Mobile-Android,Africa,1,1,46,1165,1
TXN13865,146.68952586399416,Fashion,Desktop,North America,1,0,24,2383,0
TXN13866,43.262731708408715,Fashion,Desktop,South America,1,0,71,3573,0
TXN13867,328.6163658342955,Electronics,Tablet,Europe,0,0,63,3331,0
TXN13868,147.2045578865496,Fashion,Desktop,Africa,1,0,19,276,0
TXN13869,55.399560920470115,Travel,Mobile-iOS,North America,0,0,71,210,0
TXN13870,68.60885104446935,Travel,Mobile-iOS,South America,0,0,69,3370,0
TXN13871,138.66091147104692,Fashion,Mobile-Android,South America,1,0,74,2748,0
TXN13872,106.53975945061535,Gaming,Mobile-iOS,South America,1,0,27,2244,0
TXN13873,6.692583474079039,Gaming,Mobile-Android,Asia,0,0,30,857,0
TXN13874,88.68832025514153,Grocery,Tablet,North America,0,0,42,2836,0
TXN13875,129.60284404470167,Travel,Mobile-iOS,Europe,0,0,50,2497,0
TXN13876,79.79829400482646,Travel,Tablet,South America,1,0,25,1917,0
TXN13877,81.51661094790079,Grocery,Tablet,Africa,1,0,49,2342,0
TXN13878,113.65021177856977,Fashion,Desktop,Africa,1,0,62,1412,0
TXN13879,370.5543960283654,Electronics,Tablet,Asia,0,1,65,423,0
TXN13880,40.53050639447876,Electronics,Desktop,Europe,0,0,35,121,0
TXN13881,760.1221409800308,Gaming,Mobile-Android,Africa,0,0,51,3355,0
TXN13882,214.7139124310705,Travel,Mobile-Android,South America,0,0,32,1305,0
TXN13883,45.28600397106535,Grocery,Desktop,Asia,0,0,78,358,0
TXN13884,923.5088443054998,Gaming,Tablet,Asia,1,0,74,2046,0
TXN13885,41.118014750215636,Gaming,Mobile-iOS,Europe,0,0,37,3093,0
TXN13886,9.051890432267161,Gaming,Desktop,North America,0,0,21,1250,1
TXN13887,411.6188490691438,Gaming,Tablet,Africa,1,0,79,1063,0
TXN13888,116.91682120001224,Grocery,Desktop,Europe,1,1,59,69,0
TXN13889,69.72711011569827,Travel,Mobile-iOS,Asia,0,0,54,1280,0
TXN13890,36.114200919212806,Electronics,Mobile-Android,Europe,0,0,56,586,0
TXN13891,212.57327972707216,Electronics,Desktop,Asia,1,0,27,3278,0
TXN13892,84.84762387246676,Travel,Tablet,Europe,3,0,67,1944,0
TXN13893,104.81398128122854,Travel,Mobile-Android,Asia,0,1,75,1562,0
TXN13894,257.37577161413105,Electronics,Mobile-iOS,Africa,0,0,24,3502,0
TXN13895,47.786561920708806,Grocery,Desktop,Africa,0,0,49,2947,0
TXN13896,427.9529260894858,Electronics,Mobile-iOS,South America,0,0,57,117,0
TXN13897,192.77465734706524,Fashion,Mobile-iOS,Africa,1,1,38,2027,0
TXN13898,184.32120239418123,Travel,Mobile-iOS,North America,0,0,21,1528,0
TXN13899,127.69653829576255,Dining,Desktop,Europe,0,0,77,1870,0
TXN13900,105.12340308568587,Grocery,Mobile-iOS,Asia,0,0,41,1916,0
TXN13901,85.9040857663656,Dining,Tablet,North America,1,0,26,1684,0
TXN13902,146.98691875131126,Dining,Mobile-Android,North America,0,0,79,2235,0
TXN13903,92.59441900556244,Travel,Mobile-Android,North America,0,0,65,2383,0
TXN13904,227.0162872660939,Grocery,Mobile-Android,South America,0,0,65,1470,0
TXN13905,144.38414079508232,Electronics,Tablet,Europe,0,0,35,101,0
TXN13906,47.35103665176613,Dining,Mobile-Android,North America,2,0,61,2097,0
TXN13907,38.85060046902889,Electronics,Mobile-iOS,South America,0,0,24,3187,0
TXN13908,137.15226339214973,Electronics,Mobile-Android,Asia,1,0,68,1571,0
TXN13909,136.5032805531889,Travel,Desktop,South America,0,0,66,1391,0
TXN13910,633.6182563479734,Gaming,Mobile-iOS,Europe,3,0,58,3626,0
TXN13911,33.94461723553183,Travel,Mobile-iOS,Europe,0,0,51,2561,0
TXN13912,102.33707114067137,Dining,Desktop,Europe,0,0,57,2576,0
TXN13913,979.1707710302697,Grocery,Mobile-Android,North America,0,0,29,3229,0
TXN13914,16.768159264275614,Electronics,Desktop,Asia,0,0,64,476,0
TXN13915,125.5518388737216,Electronics,Tablet,North America,0,0,65,3287,0
TXN13916,515.9214764688669,Dining,Mobile-Android,North America,0,0,28,668,0
TXN13917,371.4198611794282,Electronics,Desktop,South America,0,0,71,775,0
TXN13918,38.167768425909685,Electronics,Desktop,North America,0,0,38,1471,1
TXN13919,196.24925942840247,Travel,Tablet,North America,0,0,35,526,0
TXN13920,6.94592890883116,Fashion,Tablet,Asia,0,0,34,1364,0
TXN13921,680.8132300179517,Electronics,Tablet,Asia,0,0,60,164,0
TXN13922,222.4765418979908,Travel,Mobile-iOS,North America,0,0,66,279,0
TXN13923,661.921188204452,Dining,Desktop,South America,0,0,69,277,0
TXN13924,163.60339788558184,Gaming,Desktop,Europe,0,0,43,2132,0
TXN13925,70.52404377630148,Fashion,Desktop,Europe,0,0,45,834,0
TXN13926,138.86746197442662,Dining,Mobile-Android,Asia,0,0,77,1367,0
TXN13927,431.6246813383474,Electronics,Tablet,Africa,0,0,37,779,0
TXN13928,283.8211843206995,Electronics,Mobile-Android,Asia,0,0,29,1353,0
TXN13929,348.71302929113915,Electronics,Desktop,Asia,2,0,28,2361,0
TXN13930,61.549203022303736,Electronics,Tablet,Africa,0,0,57,1600,0
TXN13931,2.8399951025004286,Dining,Mobile-iOS,South America,0,1,37,1870,0
TXN13932,434.1144546430572,Fashion,Tablet,Africa,0,0,51,481,0
TXN13933,64.77434369034462,Electronics,Mobile-iOS,Africa,3,0,44,3112,0
TXN13934,104.3034140837049,Gaming,Mobile-Android,Europe,0,0,39,2851,0
TXN13935,205.86488815709993,Dining,Tablet,South America,0,0,31,693,0
TXN13936,23.41587524233035,Fashion,Tablet,South America,0,0,70,2910,0
TXN13937,274.60274734985205,Electronics,Desktop,Africa,1,0,25,2874,0
TXN13938,7.580093324380992,Electronics,Desktop,Europe,1,1,39,3078,0
TXN13939,100.88148267640638,Electronics,Mobile-Android,Europe,1,0,18,2885,0
TXN13940,155.25024765826748,Dining,Mobile-iOS,Asia,1,0,38,287,0
TXN13941,5.455827230378964,Electronics,Tablet,Europe,1,0,53,2993,0
TXN13942,394.31764732901405,Grocery,Mobile-iOS,Africa,0,0,51,3616,0
TXN13943,1.9215734485515685,Travel,Mobile-iOS,South America,0,0,78,3631,0
TXN13944,217.70494984784102,Gaming,Mobile-iOS,South America,0,0,77,3249,0
TXN13945,17.573332080504926,Electronics,Tablet,Asia,0,0,55,418,0
TXN13946,158.3369379875198,Grocery,Mobile-iOS,Africa,1,0,38,2387,0
TXN13947,92.38153677013504,Dining,Mobile-Android,North America,0,0,69,3450,0
TXN13948,47.55142698241445,Fashion,Tablet,Europe,1,0,66,559,0
TXN13949,53.33634190545921,Gaming,Desktop,South America,1,0,63,2926,0
TXN13950,237.73282682191552,Electronics,Mobile-iOS,North America,0,0,53,1047,0
TXN13951,302.79803427706315,Fashion,Mobile-Android,Europe,0,0,45,2648,0
TXN13952,315.8236588809542,Gaming,Tablet,South America,0,0,18,2022,0
TXN13953,331.4647127533024,Grocery,Mobile-Android,Asia,1,0,54,3051,0
TXN13954,26.152521244498168,Grocery,Desktop,Europe,0,0,26,3092,0
TXN13955,167.0519264481702,Dining,Desktop,Asia,1,0,74,1182,0
TXN13956,277.4055018964202,Grocery,Desktop,Asia,0,0,40,970,0
TXN13957,415.5066911160936,Dining,Desktop,South America,0,0,39,472,0
TXN13958,79.0827046715006,Travel,Mobile-iOS,North America,0,0,73,384,0
TXN13959,508.13712816568113,Grocery,Desktop,Africa,0,0,39,2646,0
TXN13960,20.42305065108782,Grocery,Desktop,South America,1,0,26,176,0
TXN13961,91.48655997765655,Gaming,Tablet,Europe,2,0,37,864,0
TXN13962,62.68195577028648,Travel,Tablet,Africa,1,0,56,454,0
TXN13963,905.0515030327678,Gaming,Mobile-iOS,Europe,0,0,54,2575,0
TXN13964,89.24892446143005,Electronics,Desktop,Asia,1,0,66,3229,0
TXN13965,270.2362385359535,Grocery,Tablet,Europe,1,0,46,1794,0
TXN13966,39.86386623296695,Gaming,Mobile-iOS,Asia,0,0,63,1875,0
TXN13967,328.52788040160794,Gaming,Mobile-Android,North America,1,0,65,870,0
TXN13968,1028.9117673151854,Electronics,Tablet,Africa,0,0,22,2347,0
TXN13969,95.8148142516168,Gaming,Mobile-Android,South America,1,0,24,2488,0
TXN13970,107.35142309436037,Travel,Mobile-iOS,Asia,1,0,65,3418,0
TXN13971,36.22759777579167,Dining,Desktop,Europe,1,0,64,1427,0
TXN13972,112.81132131740235,Dining,Tablet,Europe,1,0,73,1759,0
TXN13973,50.953876834899035,Fashion,Mobile-Android,Asia,0,1,23,3155,0
TXN13974,1153.2522941430823,Dining,Mobile-Android,North America,0,0,46,1227,0
TXN13975,163.73791231451963,Dining,Tablet,Africa,0,0,33,1893,0
TXN13976,20.47150400907807,Grocery,Mobile-Android,South America,0,0,58,2430,0
TXN13977,122.26558342755611,Travel,Desktop,South America,2,0,22,2024,0
TXN13978,170.1601271636641,Travel,Mobile-Android,Africa,1,0,45,3152,0
TXN13979,5.483611523110229,Dining,Desktop,Africa,1,0,31,522,0
TXN13980,33.54153122759104,Travel,Desktop,Africa,0,0,33,681,0
TXN13981,130.2664760914505,Fashion,Mobile-Android,Asia,2,0,61,2750,0
TXN13982,14.862539325076035,Gaming,Mobile-iOS,Asia,2,1,19,1615,0
TXN13983,153.69974650638866,Grocery,Tablet,South America,1,0,19,3378,0
TXN13984,95.47241726482993,Grocery,Mobile-Android,Europe,2,0,64,3364,0
TXN13985,27.55998249918043,Travel,Mobile-iOS,North America,1,0,52,177,0
TXN13986,378.83030149550217,Travel,Tablet,Asia,1,0,47,3026,0
TXN13987,64.40822072133446,Travel,Mobile-Android,Africa,1,0,47,2481,0
TXN13988,9.03170133228694,Dining,Desktop,South America,1,0,67,2167,0
TXN13989,176.7277772765952,Travel,Desktop,South America,0,0,63,2072,0
TXN13990,165.88126680477328,Electronics,Desktop,Asia,0,0,45,43,0
TXN13991,189.28085313927355,Dining,Tablet,Europe,0,0,44,191,0
TXN13992,842.1868909387399,Fashion,Mobile-iOS,North America,0,0,45,3022,0
TXN13993,17.16877787537342,Electronics,Tablet,Europe,1,0,19,1980,0
TXN13994,693.4971607039589,Gaming,Desktop,Africa,1,0,64,3433,0
TXN13995,333.6033382900375,Gaming,Mobile-iOS,Africa,1,0,39,2808,0
TXN13996,118.99222631670303,Electronics,Desktop,Asia,0,0,63,122,0
TXN13997,111.52565834256276,Grocery,Tablet,South America,0,0,65,2305,0
TXN13998,20.28916243667738,Fashion,Mobile-iOS,Europe,0,0,27,3380,0
TXN13999,39.55164289660977,Electronics,Mobile-Android,Europe,0,0,54,1690,0
TXN14000,237.11013294223653,Grocery,Tablet,Asia,1,0,34,2828,0
TXN14001,72.16984967643648,Grocery,Mobile-Android,Europe,3,0,59,1281,0
TXN14002,124.78765433777497,Gaming,Mobile-Android,Europe,1,0,40,867,0
TXN14003,32.96131645037909,Dining,Mobile-iOS,Asia,0,0,29,1220,0
TXN14004,368.83596313382327,Travel,Tablet,North America,0,0,64,1061,0
TXN14005,99.56530393181394,Travel,Mobile-Android,Europe,1,0,76,3418,0
TXN14006,848.2180889873648,Travel,Mobile-iOS,South America,0,0,24,2942,0
TXN14007,836.6637810428872,Fashion,Mobile-iOS,Africa,0,0,73,2607,0
TXN14008,6.711893562402231,Gaming,Mobile-Android,Africa,0,0,41,2519,0
